國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week,Month
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",88,"22,403",-41.94%,"5,142,790","60,991","14,027,758",20201005,10
俄羅斯,遺落夢境,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,50,"11,146",-54.73%,"2,662,931","35,767","8,566,162",20201005,10
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,73,"5,648",-55.67%,"1,223,032","18,389","4,047,061",20201005,10
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",60,"2,578",-65.83%,"568,734","10,123","2,304,850",20201005,10
德國,交響狂人,2020/09/30,海鵬影業有限公司,TELEPOOL GmbH,17,"1,134",-32.22%,"236,532","2,807","590,756",20201005,10
美國,捉魂鏡,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,23,"1,019",-62.22%,"233,043","3,756","864,414",20201005,10
義大利,解密達文西,2020/09/30,車庫娛樂股份有限公司,TRUE COLOURS GLORIOUS FILMS S.R.L.,13,426,-36.89%,"89,725","1,101","237,773",20201005,10
中華民國,明晚空中見,2020/09/30,博偉電影股份有限公司,福斯傳媒有限公司##滿滿額娛樂股份有限公司##文達文創股份有限公司##台北市電影委員會,3,53,-91.67%,"11,095",689,"141,730",20201005,10
日本,麻雀放浪記2020,2020/09/30,車庫娛樂股份有限公司,"TOEI COMPANY, LTD.",3,18,-51.35%,"3,500",55,"11,585",20201005,10
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,103,"67,828",-31.88%,"15,921,053","295,387","69,144,950",20201012,10
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"15,238",-47.87%,"3,791,707","93,904","23,347,893",20201012,10
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",88,"8,492",-62.09%,"1,947,400","69,483","15,975,158",20201012,10
俄羅斯,遺落夢境,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,50,"2,692",-75.85%,"650,215","38,459","9,216,377",20201012,10
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,63,"2,040",-63.88%,"447,046","20,429","4,494,107",20201012,10
德國,交響狂人,2020/09/30,海鵬影業有限公司,TELEPOOL GmbH,11,421,-62.87%,"86,420","3,228","677,176",20201012,10
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",40,345,-86.63%,"76,255","10,470","2,381,485",20201012,10
美國,捉魂鏡,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,14,198,-80.57%,"44,770","3,954","909,184",20201012,10
義大利,解密達文西,2020/09/30,車庫娛樂股份有限公司,TRUE COLOURS GLORIOUS FILMS S.R.L.,4,62,-85.45%,"12,060","1,163","249,833",20201012,10
中華民國,明晚空中見,2020/09/30,博偉電影股份有限公司,福斯傳媒有限公司##滿滿額娛樂股份有限公司##文達文創股份有限公司##台北市電影委員會,3,13,-75.47%,"2,990",702,"144,720",20201012,10
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,101,"47,681",-29.70%,"11,231,055","343,068","80,376,005",20201019,10
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"7,441",-51.17%,"1,862,805","101,345","25,210,698",20201019,10
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",75,"3,326",-60.83%,"760,103","72,809","16,735,261",20201019,10
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,39,"1,265",-37.99%,"228,562","21,694","4,722,669",20201019,10
俄羅斯,遺落夢境,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,27,588,-78.16%,"145,965","39,047","9,362,342",20201019,10
德國,交響狂人,2020/09/30,海鵬影業有限公司,TELEPOOL GmbH,6,181,-57.01%,"37,135","3,409","714,311",20201019,10
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",4,32,-90.72%,"7,060","10,502","2,388,545",20201019,10
美國,捉魂鏡,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,8,-95.96%,"1,780","3,962","910,964",20201019,10
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,102,"29,485",-38.16%,"6,975,515","372,553","87,351,520",20201026,10
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",42,"3,260",-56.19%,"816,923","104,605","26,027,621",20201026,10
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",51,884,-73.42%,"195,620","73,693","16,930,881",20201026,10
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,22,823,-34.94%,"169,730","22,517","4,892,399",20201026,10
俄羅斯,遺落夢境,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,7,113,-80.78%,"39,675","39,160","9,402,017",20201026,10
德國,交響狂人,2020/09/30,海鵬影業有限公司,TELEPOOL GmbH,4,111,-38.67%,"22,050","3,520","736,361",20201026,10
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",2,58,81.25%,"12,770","10,560","2,401,315",20201026,10
義大利,解密達文西,2020/09/30,車庫娛樂股份有限公司,TRUE COLOURS GLORIOUS FILMS S.R.L.,1,36,0.00%,"7,200","1,199","257,033",20201026,10
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,95,"17,448",-40.82%,"4,130,803","390,001","91,482,323",20201102,11
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",22,"1,637",-49.79%,"412,847","106,242","26,440,468",20201102,11
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,7,209,-74.61%,"43,660","22,726","4,936,059",20201102,11
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",7,61,-93.10%,"19,385","73,754","16,950,266",20201102,11
俄羅斯,遺落夢境,2020/09/30,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,8,-92.92%,"1,610","39,168","9,403,627",20201102,11
德國,交響狂人,2020/09/30,海鵬影業有限公司,TELEPOOL GmbH,1,0,-100.00%,0,"3,520","736,361",20201102,11
中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,2,16,-81.61%,"3,300","20,821","4,752,586",20201102,11
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,90,"10,181",-41.65%,"2,381,343","400,182","93,863,666",20201109,11
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",10,"1,425",-12.95%,"363,609","107,667","26,804,077",20201109,11
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,5,141,-32.54%,"30,290","22,867","4,966,349",20201109,11
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",1,60,-1.64%,"11,700","73,814","16,961,966",20201109,11
中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,1,5,-68.75%,"1,030","20,826","4,753,616",20201109,11
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,71,"8,083",-20.61%,"1,946,446","408,265","95,810,112",20201116,11
中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,2,134,"2,580.00%","14,020","20,960","4,767,636",20201116,11
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,3,96,-31.91%,"20,400","22,963","4,986,749",20201116,11
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",6,577,-59.51%,"139,772","108,244","26,943,849",20201116,11
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",3,236,0.00%,"13,915","10,796","2,415,230",20201116,11
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",1,31,-48.33%,"6,510","73,845","16,968,476",20201116,11
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,62,"8,129",0.57%,"1,891,668","416,394","97,701,780",20201123,11
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",4,245,-57.54%,"58,223","108,489","27,002,072",20201123,11
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,5,585,509.38%,"46,915","23,548","5,033,664",20201123,11
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",4,295,25.00%,"21,505","11,091","2,436,735",20201123,11
中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,2,165,23.13%,"17,150","21,125","4,784,786",20201123,11
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",1,36,16.13%,"7,920","73,881","16,976,396",20201123,11
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,52,"9,305",14.47%,"2,239,055","425,699","99,940,835",20201130,11
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,6,483,-17.44%,"33,045","24,031","5,066,709",20201130,11
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",6,299,1.36%,"27,525","11,390","2,464,260",20201130,11
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,76,-68.98%,"18,980","108,565","27,021,052",20201130,11
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",3,128,255.56%,"16,760","74,009","16,993,156",20201130,11
中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,4,255,54.55%,"15,550","21,380","4,800,336",20201130,11
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,39,"7,971",-14.34%,"1,892,988","433,670","101,833,823",20201207,12
法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,4,486,0.62%,"33,775","24,517","5,100,484",20201207,12
美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",7,240,-19.73%,"25,525","11,630","2,489,785",20201207,12
美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",3,206,60.94%,"25,380","74,215","17,018,536",20201207,12
中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,3,314,23.14%,"19,810","21,694","4,820,146",20201207,12
日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,63,-17.11%,"16,309","108,628","27,037,361",20201207,12
中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,26,"3,193",-59.94%,"754,855","436,863","102,588,678",20201214,12
