序號,國別地區,中文片名,上映日期,申請人,出品,上映院數,銷售票數,週票數變動率,銷售金額,累計銷售票數,累計銷售金額,week
35,日本,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,2020/11/20,曼迪傳播有限公司,YOMIURI TELECASTING CORPORATION,57,"10,303",-44.73%,"2,479,950","95,174","22,626,143",20201207
36,南韓,盜墓同盟,2020/11/20,英屬維京群島商高捷全球開發有限公司 台灣分公司,"CJ ENM CO., LTD",28,"1,037",-70.55%,"236,408","28,328","6,624,463",20201207
37,美國,逃,2020/11/20,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,12,398,-77.88%,"89,890","20,368","4,894,809",20201207
38,日本,惡童當街 經典重映,2020/11/20,天馬行空數位有限公司,Aniplex Inc.,5,207,-65.03%,"47,510","3,330","770,385",20201207
39,馬來西亞,你是豬,2020/11/20,華映娛樂股份有限公司,NSP ENTERTAINMENT SDN BHD,5,158,-77.23%,"35,705","8,036","1,843,053",20201207
40,日本,愛在末路之境,2020/11/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,2,99,-74.87%,"24,530","5,128","1,211,236",20201207
41,日本,消失的星期三,2020/11/20,海樂影業股份有限公司,NIKKATSU CORPORATION,3,39,-61.00%,"9,420","1,687","383,225",20201207
42,美國,婊兄弟上路,2020/11/20,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,8,14,-87.61%,"3,325","1,296","289,888",20201207
43,美國,瘋狂理髮師:倫敦首席惡魔剃刀手,2020/11/20,聯影企業股份有限公司,PARK CIRCUS LIMITED,1,4,-63.64%,770,358,"81,046",20201207
44,日本,海邊的異邦人,2020/11/13,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,8,226,-63.25%,"54,893","14,318","3,469,131",20201207
45,美國,換人殺砍砍,2020/11/13,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,7,46,-94.95%,"11,220","38,495","8,938,992",20201207
46,美國,祕密：夢想的力量,2020/11/13,車庫娛樂股份有限公司,"CM SALES, LLC",1,11,-97.55%,"2,485","7,042","1,625,292",20201207
47,中華民國,孤味,2020/11/06,彼此影業股份有限公司,彼此影業股份有限公司##秀泰國際娛樂有限公司##中環國際娛樂事業股份有限公司##Midori International Holdings Limited##威威巖娛樂製作有限公司,99,"76,640",-42.53%,"17,774,163","730,726","168,930,380",20201207
48,南韓,綠洲：數位經典版,2020/11/06,光年映畫有限公司,"FINECUT CO., LTD.",3,337,-14.68%,"77,760","4,215","944,010",20201207
49,日本,GIVEN~被贈與的未來 劇場版,2020/11/06,水元素文化傳媒有限公司,SPO Entertainment Inc.,11,282,-85.02%,"70,190","18,043","4,505,274",20201207
50,南韓,紙花,2020/11/06,天馬行空數位有限公司,Studio Bonanza Inc.,2,48,0.00%,"7,680","1,201","248,553",20201207
51,美國,女巫們,2020/11/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,21,728,-65.89%,"162,411","145,872","34,544,797",20201207
52,日本,亂鶯,2020/11/01,威秀影城股份有限公司,Village INC.,2,21,-46.15%,"10,350",135,"64,290",20201207
53,日本,日本龐克五右衛門搖滾3,2020/10/31,威秀影城股份有限公司,Village INC.,1,80,263.64%,"42,810",320,"172,080",20201207
54,日本,蒼之亂,2020/10/31,威秀影城股份有限公司,Village INC.,1,57,-60.42%,"31,140",298,"159,030",20201207
55,日本,鬼滅之刃劇場版 無限列車篇,2020/10/30,木棉花國際股份有限公司,Aniplex Inc.,92,"89,668",-33.25%,"21,186,596","2,319,933","558,706,156",20201207
56,英國,狄更斯之塊肉餘生記,2020/10/30,車庫娛樂股份有限公司,GEM ENTERTAINMENT KFT.,1,193,0.00%,"49,691","4,288","975,653",20201207
57,日本,紫蓮和城,2020/10/30,威秀影城股份有限公司,Village INC.,3,41,355.56%,"19,470",146,"71,190",20201207
58,日本,感官世界,2020/10/30,傳影互動股份有限公司,ARGOS FILMS SA,1,29,-76.80%,"6,875","8,524","1,948,316",20201207
59,西班牙,玩美女人 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,1,2,100.00%,420,638,"133,480",20201207
60,西班牙,破碎的擁抱 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,1,1,0.00%,220,497,"102,691",20201207
61,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,50,"11,821",-41.18%,"2,966,865","152,951","36,385,410",20201207
62,日本,碧藍之海劇場版,2020/10/23,海樂影業股份有限公司,Warner Bros. Japan LLC,1,8,-73.33%,"2,150","7,226","1,710,898",20201207
63,美國,奪命守門人,2020/10/16,薩摩亞商雄讚股份有限公司台灣分公司,Doorman INC.,6,533,91.73%,"40,815","23,433","5,108,080",20201207
64,美國,地下弒的秘密,2020/10/16,香港商甲上娛樂有限公司台灣分公司,"Accelerated Global Content, LLC",2,90,52.54%,"13,590","1,533","343,384",20201207
65,法國,藥頭大媽,2020/10/16,原創娛樂股份有限公司,Le Pacte,1,87,12.99%,"7,610","1,744","368,368",20201207
66,中華民國,無聲,2020/10/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,財團法人公共電視文化事業基金會##氧氣電影有限公司##滿滿額娛樂股份有限公司##畢業生有限公司##英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,34,"1,909",-50.33%,"443,340","208,669","49,652,495",20201207
67,香港,幻愛,2020/10/15,光年映畫有限公司,Golden Scene Company Limited##英爾有限公司,2,24,-81.40%,"3,740","4,114","942,263",20201207
68,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,3,242,13.08%,"50,440","31,299","7,232,837",20201207
69,美國,愛情列車長,2020/10/08,天馬行空數位有限公司,TV Co.Srl,2,51,-1.92%,"5,070","1,269","246,022",20201207
70,中華民國,千年一問,2020/10/08,牽猴子整合行銷股份有限公司,郭慧敏（曼迪傳播有限公司）##鍾孟舜##李俊樑,1,2,-80.00%,400,"12,353","2,840,216",20201207
71,中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,39,"7,971",-14.34%,"1,892,988","433,670","101,833,823",20201207
72,法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,4,486,0.62%,"33,775","24,517","5,100,484",20201207
73,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",7,240,-19.73%,"25,525","11,630","2,489,785",20201207
74,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",3,206,60.94%,"25,380","74,215","17,018,536",20201207
75,中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,3,314,23.14%,"19,810","21,694","4,820,146",20201207
76,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,63,-17.11%,"16,309","108,628","27,037,361",20201207
77,日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,70,-79.53%,"15,645","158,407","37,179,680",20201207
78,中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,49,"5,326",-49.55%,"1,248,220","134,852","31,442,561",20201207
79,英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,3,252,0.00%,"16,350","7,129","1,593,273",20201207
80,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,3,123,668.75%,"12,530","1,341","275,695",20201207
81,南韓,名偵探奶奶,2020/09/18,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,M-Line Distribution Corporation,2,20,-83.87%,"2,480","8,197","1,637,223",20201207
82,香港,麥路人,2020/09/17,華映娛樂股份有限公司,寰亞電影製作有限公司##無限動力實業有限公司##北京拉近影業有限公司##寰亞電影發行(北京）有限公司##中影寰亞音像製品有限公司##墨客行影業（北京）有限公司##雅美星有限公司##霍爾果斯泰洋川禾文化傳媒有限公司##百代環球(北京)國際資產管理有限公司##北京林夕影業有限公司##北京大美寰宇影業有限公司##星光聯盟影業無錫有限公司,4,102,-60.31%,"9,795","18,353","3,907,776",20201207
83,中華民國,海霧,2020/09/17,海樂影業股份有限公司,"松露文化創意有限公司,愛奇藝電影集團香港有限公司,台灣太陽娛樂有限公司,非凡娛樂製作有限公司,兔將創意影業股份有限公司",1,43,-67.67%,"2,365","51,177","11,489,803",20201207
84,日本,約會大作戰 赤黑新章：虛或實,2020/09/11,車庫娛樂股份有限公司,RELAY MOTION KFT.,13,71,5.97%,"11,460","4,598","735,775",20201207
85,美國,密弒直播,2020/09/11,威視股份有限公司,"MELVILLE FILMS, INC.",3,181,-29.02%,"10,800","14,711","3,187,302",20201207
86,英國,訂製幸福滋味,2020/09/11,春暉映像有限公司,Film Seekers Limited,2,58,-55.38%,"6,040","2,297","381,862",20201207
87,日本,蠟筆小新電影 激戰!塗鴉王國與差不多四勇者,2020/09/11,木棉花國際股份有限公司,ADK EMOTIOS INC.,2,12,-61.29%,"2,690","71,155","16,302,075",20201207
88,中華民國,本來面目,2020/09/05,牽猴子整合行銷股份有限公司,財團法人聖嚴教育基金會,3,162,-23.22%,"34,620","42,318","9,429,387",20201207
89,美國,花木蘭,2020/09/04,台灣華特迪士尼股份有限公司,"BUENA VISTA INTERNATIONAL,INC.",6,688,-36.59%,"52,755","312,078","72,292,155",20201207
90,法國,退休大贏家,2020/09/04,海鵬影業有限公司,SOCIETE NOUVELLE DE DISTRIBUTION,1,66,0.00%,"5,780","4,014","852,380",20201207
91,法國,完美嬌妻養成班,2020/09/04,原創娛樂股份有限公司,Memento Films International,1,16,166.67%,"1,760","1,776","303,880",20201207
92,中華民國,馗降：粽邪2,2020/09/02,華影國際影藝有限公司,華影國際影藝有限公司##麻吉砥加電影有限公司##滿滿額娛樂股份有限公司##聯聯看娛樂文化股份有限公司##識富天使會,6,554,-18.41%,"38,555","318,577","72,117,795",20201207
93,美國,TENET天能,2020/08/27,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,3,198,178.87%,"51,175","1,382,442","349,361,409",20201207
94,中華民國,可不可以，你也剛好喜歡我,2020/08/21,華映娛樂股份有限公司,華映娛樂股份有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##新線索(北京)影視投資有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##百聿數碼創意股份有限公司##馬棋朵數位影像製作有限公司,3,213,77.50%,"21,600","340,589","79,120,574",20201207
95,南韓,看不見的證人,2020/08/21,英屬維京群島商高捷全球開發有限公司 台灣分公司,"CJ ENM CO.,LTD",1,24,-71.76%,"2,120","4,373","966,091",20201207
96,美國,天劫倒數,2020/08/12,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,"STX Productions, LLC",1,46,-87.80%,"2,530","366,897","87,611,727",20201207
97,中華民國,怪胎,2020/08/05,牽猴子整合行銷股份有限公司,牽猴子整合行銷股份有限公司##滿滿額娛樂股份有限公司##台灣大哥大股份有限公司,6,634,51.31%,"50,980","194,484","45,050,291",20201207
98,不丹,不丹是教室,2020/07/10,海鵬影業有限公司,HX Investment (HK) Limited,2,380,4.40%,"23,050","35,111","7,452,421",20201207
99,英國,複製柔伊,2020/03/13,天馬行空數位有限公司,PROTAGONIST PICTURES LIMITED,1,12,-55.56%,"1,680",722,"108,530",20201207
100,中華民國,傻傻愛你，傻傻愛我,2019/11/01,華映娛樂股份有限公司,華映娛樂股份有限公司##講故事有限公司##中環國際娛樂事業股份有限公司##星泰國際娛樂股份有限公司##樂到家國際娛樂股份有限公司##艾迪昇傳播事業有限公司##滿滿額娛樂股份有限公司##天際娛樂股份有限公司##劇龍製作有限公司,1,112,0.00%,"26,880","42,408","9,504,327",20201207
101,日本,信用詐欺師JP,2019/09/27,傳影互動股份有限公司,PONY CANYON INC,1,131,0.00%,"28,820","15,704","3,589,327",20201207
102,越南,落紅,2019/02/22,佳映娛樂國際股份有限公司,M-appeal world sales UG,1,4,0.00%,680,"2,256","494,145",20201207
103,加拿大,哈柏太空之旅 3D,2019/02/04,國際電影事業有限公司,IMAX Corporation,1,0,-100.00%,0,703,"103,145",20201207
104,加拿大,深海獵奇 3D,2019/02/03,國際電影事業有限公司,IMAX Corporation,1,1,100.00%,330,"1,304","162,829",20201207
105,英國,山那邊的青稞田,2019/01/18,佳映娛樂國際股份有限公司,"Visit Films, LLC",1,9,0.00%,"1,270",365,"71,090",20201207
106,美國,絕地救援,2015/10/02,美商廿世紀福斯影片股份有限公司台灣分公司,TWENTIETH CENTURY FOX INTERNATIONAL CORPORATION,1,35,0.00%,"12,250","2,722","499,444",20201207
1,日本,新解釋．三國志,2020/12/11,車庫娛樂股份有限公司,RELAY MOTION KFT.,54,"11,044",-22.25%,"2,627,648","25,248","6,039,819",20201214
2,美國,求婚好意外,2020/12/11,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,89,"9,653",-9.37%,"2,226,360","20,304","4,687,117",20201214
3,日本,信用詐欺師JP:公主篇,2020/12/11,海樂影業股份有限公司,PONY CANYON INC.,46,"8,534",-0.74%,"2,008,760","17,308","4,115,834",20201214
4,南韓,喬瑟與老虎、魚,2020/12/11,英屬維京群島商高捷全球開發有限公司 台灣分公司,K-MOVIE ENTERTAINMENT,46,"1,198",-41.84%,"272,947","3,258","756,513",20201214
5,匈牙利,怵目驚魂28天,2020/12/11,本萃電影有限公司,GEM ENTERTAINMENT KFT,14,617,9.59%,"138,830","1,180","273,295",20201214
6,香港,逃獄兄弟,2020/12/11,華映娛樂股份有限公司,東方影業出品有限公司##本地製作有限公司,21,613,-34.58%,"135,255","1,550","342,071",20201214
7,越南,人性爆走課,2020/12/11,政駒實業有限公司,"FINECUT CO., LTD.",12,335,6.35%,"74,660",650,"145,336",20201214
8,德國,行動代號：熱狗,2020/12/11,車庫娛樂股份有限公司,PICTURE TREE INTERNATIONAL GMBH,3,50,-28.57%,"11,820",120,"27,485",20201214
9,日本,監幽,2020/12/11,英屬維京群島商映畫聯合有限公司台灣分公司,"MYTHEATER D.D., INC.",3,22,-46.34%,"4,770",63,"14,180",20201214
10,法國,聖羅蘭：時尚影子的人生,2020/12/11,車庫娛樂股份有限公司,PLAYTIME,3,9,-55.00%,"2,220",29,"6,765",20201214
11,美國,再見街貓BOB,2020/12/10,采昌國際多媒體股份有限公司,Bos Entertainment Inc. dba The Exchange,58,"3,331",-46.56%,"791,150","9,564","2,281,546",20201214
12,美國,魔物獵人,2020/12/04,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,97,"52,587",-63.48%,"12,328,721","366,268","87,633,061",20201214
13,中華民國,親愛的殺手,2020/12/04,威視股份有限公司,興揚電影有限公司##滿滿額娛樂股份有限公司##海寧鐵幕真文化傳媒有限公司##華映娛樂股份有限公司##十三月股份有限公司##浙江光芒文化傳媒有限公司##海寧夢生影視文化傳媒有限公司##上海牧神文化傳媒有限公司,64,"3,586",-67.82%,"832,102","25,867","6,009,513",20201214
14,南韓,瑜珈怨,2020/12/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,25,375,-87.61%,"84,890","7,065","1,665,655",20201214
15,香港,熱血合唱團,2020/12/04,台北双喜電影發行股份有限公司,博納影視娛樂有限公司 	 ##博納影業集團股份有限公司##上海博納文化傳媒有限公司##双喜電影發行(北京)有限公司##夢造者娛樂有限公司,27,237,-83.64%,"48,645","3,452","788,510",20201214
16,波蘭,只有悲傷才是美麗的,2020/12/04,海鵬影業有限公司,INTRAMOVIES SRL,7,164,-73.07%,"33,960","1,328","275,610",20201214
17,日本,用甜酒漱口,2020/12/04,天馬行空數位有限公司,"MCIP Holdings Co., Ltd.",8,135,-73.11%,"29,195","1,021","221,106",20201214
18,日本,約會大作戰 赤黑新章：紅或白,2020/12/04,車庫娛樂股份有限公司,RELAY MOTION KFT.,13,157,-67.56%,"25,250","1,579","252,525",20201214
19,德國,情攝大師,2020/12/04,前景娛樂有限公司,MK2 FILMS,6,111,-68.82%,"24,430",895,"205,843",20201214
20,美國,搖滾變色龍：大衛鮑伊,2020/12/04,薩摩亞商雄讚股份有限公司台灣分公司,Media Film International,3,76,-73.24%,"17,280",705,"162,932",20201214
21,義大利,食人少年幫,2020/12/04,車庫娛樂股份有限公司,ELLE DRIVER,1,2,-98.29%,620,249,"56,395",20201214
22,美國,女王特大號,2020/12/04,車庫娛樂股份有限公司,"IMR INTERNATIONAL, LLC",2,2,-95.35%,420,104,"22,915",20201214
23,美國,古魯家族：新石代,2020/11/27,美商美國環球影片股份有限公司台灣分公司,UNIVERSAL INTERNATIONAL FILMS LLC,81,"6,086",-54.10%,"1,371,234","69,813","15,821,349",20201214
24,日本,尋找小魔女Doremi,2020/11/27,薩摩亞商雄讚股份有限公司台灣分公司,"TOEI ANIMATION CO., LTD.",68,"3,392",-67.58%,"807,204","57,343","13,563,110",20201214
25,中華民國,十二夜2：回到第零天,2020/11/27,牽猴子整合行銷股份有限公司,縫影子宇宙有限公司##牽猴子整合行銷股份有限公司##貝殼放大股份有限公司,26,"1,545",-52.61%,"345,022","15,332","3,427,567",20201214
26,美國,鬼弒訊,2020/11/27,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,CHARADES,3,207,86.49%,"53,330","3,876","911,068",20201214
27,美國,說不出的告別,2020/11/27,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",8,188,-70.94%,"43,390","4,956","1,099,377",20201214
28,伊朗,緝毒風暴,2020/11/27,捷傑有限公司,Iranian Independents,4,106,-69.01%,"22,945","2,183","497,430",20201214
29,香港,無間行者之生死潛行,2020/11/27,華映娛樂股份有限公司,寰宇娛樂有限公司##深圳豆角映像影視文化傳媒有限公司##寰宇縱橫世紀電影發行（北京）有限公司##寰宇影片發行有限公司,2,11,-93.53%,"2,750","2,897","654,333",20201214
30,德國,未來的我們,2020/11/27,好威映象有限公司,m-appeal,1,5,-78.26%,"1,250",352,"75,783",20201214
31,智利,他們的自由年代,2020/11/27,東昊影業有限公司,Film Factory,1,4,-77.78%,865,295,"62,880",20201214
32,比利時,慾望摩天輪,2020/11/27,車庫娛樂股份有限公司,WTFILMS,1,1,0.00%,300,90,"18,919",20201214
33,美國,追殺胖老爹,2020/11/27,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,0,-100.00%,0,"4,253","964,815",20201214
34,法國,Miss,2020/11/23,原創娛樂股份有限公司,Other Angle Pictures,1,4,-91.11%,"1,140",559,"128,040",20201214
35,中華民國,同學麥娜絲,2020/11/20,甜蜜生活製作有限公司,甜蜜生活製作有限公司##華文創股份有限公司,74,"9,109",-55.49%,"2,131,987","183,681","42,880,165",20201214
36,日本,名偵探柯南：紅之校外旅行 鮮紅篇&戀紅篇,2020/11/20,曼迪傳播有限公司,YOMIURI TELECASTING CORPORATION,50,"4,540",-55.94%,"1,118,790","99,714","23,744,933",20201214
37,南韓,盜墓同盟,2020/11/20,英屬維京群島商高捷全球開發有限公司 台灣分公司,"CJ ENM CO., LTD",12,212,-79.56%,"46,640","28,540","6,671,103",20201214
38,日本,惡童當街 經典重映,2020/11/20,天馬行空數位有限公司,Aniplex Inc.,4,108,-47.83%,"24,940","3,438","795,325",20201214
39,美國,逃,2020/11/20,車庫娛樂股份有限公司,LIONS GATE INTERNATIONAL (UK) LIMITED,4,53,-86.58%,"12,615","20,418","4,906,824",20201214
40,馬來西亞,你是豬,2020/11/20,華映娛樂股份有限公司,NSP ENTERTAINMENT SDN BHD,2,45,-71.52%,"11,190","8,081","1,854,243",20201214
41,日本,愛在末路之境,2020/11/20,車庫娛樂股份有限公司,RELAY MOTION KFT.,1,37,-62.63%,"9,420","5,165","1,220,656",20201214
42,美國,婊兄弟上路,2020/11/20,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,1,2,-85.71%,510,"1,298","290,398",20201214
43,日本,海邊的異邦人,2020/11/13,采昌國際多媒體股份有限公司,SPO Entertainment Inc.,7,72,-68.14%,"17,615","14,390","3,486,746",20201214
44,中華民國,孤味,2020/11/06,彼此影業股份有限公司,彼此影業股份有限公司##秀泰國際娛樂有限公司##中環國際娛樂事業股份有限公司##Midori International Holdings Limited##威威巖娛樂製作有限公司,99,"40,342",-47.36%,"9,379,839","771,068","178,310,219",20201214
45,日本,GIVEN~被贈與的未來 劇場版,2020/11/06,水元素文化傳媒有限公司,SPO Entertainment Inc.,9,583,106.74%,"153,196","18,626","4,658,470",20201214
46,南韓,綠洲：數位經典版,2020/11/06,光年映畫有限公司,"FINECUT CO., LTD.",2,222,-34.12%,"51,775","4,437","995,785",20201214
47,南韓,紙花,2020/11/06,天馬行空數位有限公司,Studio Bonanza Inc.,2,77,60.42%,"11,630","1,278","260,183",20201214
48,美國,女巫們,2020/11/05,美商華納兄弟（遠東）股份有限公司台灣分公司,WARNER BROS. PICTURES INTERNATIONAL.,11,116,-84.07%,"32,700","145,988","34,577,497",20201214
49,日本,亂鶯,2020/11/01,威秀影城股份有限公司,Village INC.,1,3,-85.71%,"1,050",138,"65,340",20201214
50,日本,日本龐克五右衛門搖滾3,2020/10/31,威秀影城股份有限公司,Village INC.,1,73,-8.75%,"37,530",393,"209,610",20201214
51,日本,蒼之亂,2020/10/31,威秀影城股份有限公司,Village INC.,3,29,-49.12%,"15,690",327,"174,720",20201214
52,日本,鬼滅之刃劇場版 無限列車篇,2020/10/30,木棉花國際股份有限公司,Aniplex Inc.,91,"56,314",-37.20%,"13,346,489","2,376,247","572,052,645",20201214
53,香港,聖荷西謀殺案,2020/10/30,華映娛樂股份有限公司,英皇影業有限公司##耳東文化(北京)有限公司##北京佟悅名新文化傳媒有限公司,3,134,0.00%,"10,270","1,846","393,291",20201214
54,美國,入魔,2020/10/30,美商台灣索尼影業發行股份有限公司台灣分公司,SONY PICTURES RELEASING INTERNATIONAL CORPORATION.,2,64,0.00%,"8,140","10,604","2,367,803",20201214
55,日本,紫蓮和城,2020/10/30,威秀影城股份有限公司,Village INC.,1,7,-82.93%,"3,570",153,"74,760",20201214
56,西班牙,破碎的擁抱 經典數位修復,2020/10/30,天馬行空數位有限公司,TF1 DROITS AUDIOVISUELS,1,6,500.00%,"1,320",503,"104,011",20201214
57,中華民國,親愛的房客,2020/10/23,牽猴子整合行銷股份有限公司,一期一會影像製作有限公司,47,"5,234",-55.72%,"1,233,407","158,185","37,618,817",20201214
58,美國,奪命守門人,2020/10/16,薩摩亞商雄讚股份有限公司台灣分公司,Doorman INC.,5,450,-15.57%,"33,960","23,883","5,142,040",20201214
59,美國,地下弒的秘密,2020/10/16,香港商甲上娛樂有限公司台灣分公司,"Accelerated Global Content, LLC",2,62,-31.11%,"9,370","1,595","352,754",20201214
60,法國,藥頭大媽,2020/10/16,原創娛樂股份有限公司,Le Pacte,2,74,-14.94%,"8,580","1,818","376,948",20201214
61,南韓,詭憶,2020/10/16,采昌國際多媒體股份有限公司,FREEWAY ENTERTAINMENT KFT.,1,12,0.00%,600,"6,229","1,424,563",20201214
62,中華民國,無聲,2020/10/15,英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,財團法人公共電視文化事業基金會##氧氣電影有限公司##滿滿額娛樂股份有限公司##畢業生有限公司##英屬蓋曼群島商威望國際娛樂股份有限公司台灣分公司,19,581,-69.57%,"128,305","209,250","49,780,800",20201214
63,香港,幻愛,2020/10/15,光年映畫有限公司,Golden Scene Company Limited##英爾有限公司,1,9,-62.50%,"1,350","4,123","943,613",20201214
64,日本,工作細胞!!特別上映版 強『菌』來襲！人體腸道大騷動!,2020/10/08,木棉花國際股份有限公司,KODANSHA LTD.,2,129,-46.69%,"26,260","31,428","7,259,097",20201214
65,美國,愛情列車長,2020/10/08,天馬行空數位有限公司,TV Co.Srl,3,81,58.82%,"7,570","1,350","253,592",20201214
66,南韓,無價之保,2020/10/08,英屬維京群島商高捷全球開發有限公司 台灣分公司,"CJ ENM CO., LTD",1,54,0.00%,"4,680","30,229","7,025,762",20201214
67,中華民國,刻在你心底的名字,2020/09/30,氧氣電影有限公司,滿滿額娛樂股份有限公司##氧氣電影有限公司##百聿數碼創意股份有限公司##中環國際娛樂事業股份有限公司##三皇生物科技股份有限公司,26,"3,193",-59.94%,"754,855","436,863","102,588,678",20201214
68,美國,阿公當家,2020/09/30,香港商甲上娛樂有限公司台灣分公司,"MARRO WWG,LLC",6,451,118.93%,"36,515","74,666","17,055,051",20201214
69,日本,紫羅蘭永恆花園電影版,2020/09/30,采昌國際多媒體股份有限公司,"ABC Animation,INC.",1,78,23.81%,"18,749","108,706","27,056,110",20201214
70,法國,森林特攻隊：大腳丫家族,2020/09/30,可樂藝術文創股份有限公司,Charades,4,266,-45.27%,"16,785","24,783","5,117,269",20201214
71,中國大陸,急先鋒,2020/09/30,龍祥育樂多媒體股份有限公司,無錫市晶麗影院管理有限公司##深圳市浩志文化傳媒有限公司##霍爾果斯創維酷開文化傳媒有限公司##霍爾果斯禮想境界影視傳媒有限公司##中影(上海)影視文化投資管理中心(有限合夥)##文投控股股份有限公司##幸福藍海影視文化集團股份有限公司##北京明星時代影院投資有限公司##珠江電影集團有限公司##人民日報數字傳播有限公司##鼎盛創新資本有限公司##深圳廣電影視股份有限公司##騰訊影業文化傳播有限公司##中國電影股份有限公司##中影(上海)國際文化傳媒有限公司##上海禮想境界影視傳媒有限公司##上海影新影視有限公司##九江市逸興投資有限公司,4,154,-50.96%,"13,715","21,848","4,833,861",20201214
72,美國,特斯拉,2020/09/30,海樂影業股份有限公司,"MILLENNIUM MEDIA, INC.",5,111,-53.75%,"13,285","11,741","2,503,070",20201214
73,日本,電影哆啦A夢：大雄的新恐龍,2020/09/25,車庫娛樂股份有限公司,"TOHO CO., LTD.",1,47,-32.86%,"11,030","158,454","37,190,710",20201214
74,日本,太陽之家,2020/09/25,天馬行空數位有限公司,"Nagoya broadcasting Network Co., Ltd.",1,22,0.00%,"3,520",820,"166,583",20201214
75,中華民國,消失的情人節,2020/09/18,華文創股份有限公司,華文創股份有限公司##影一製作所股份有限公司##美商華納兄弟（遠東）股份有限公司台灣分公司##國賓影城股份有限公司##威像電影有限公司,36,"1,803",-66.15%,"410,509","136,655","31,853,070",20201214
76,英國,皮諾丘的奇幻旅程,2020/09/18,海鵬影業有限公司,HANWAY FILMS LIMTED,3,320,26.98%,"19,630","7,449","1,612,903",20201214
77,法國,寂寞調香師,2020/09/18,佳映娛樂國際股份有限公司,PYRAMIDE INTERNATIONAL,2,171,39.02%,"17,120","1,512","292,815",20201214
